# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Mar 21 12:50:46 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_cbflag:      Planet Circumbinary Flag
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_cbflag,pl_facility
Kepler-1179,b,Kepler-1179 b,Transit,,,,,,,,,0,Kepler
Kepler-118,b,Kepler-118 b,Transit,0.073000,,,0,,,,,0,Kepler
Kepler-118,c,Kepler-118 c,Transit,0.141000,,,0,,,,,0,Kepler
Kepler-1180,b,Kepler-1180 b,Transit,,,,,,,,,0,Kepler
Kepler-1181,b,Kepler-1181 b,Transit,,,,,,,,,0,Kepler
Kepler-1182,b,Kepler-1182 b,Transit,,,,,,,,,0,Kepler
Kepler-1183,b,Kepler-1183 b,Transit,,,,,,,,,0,Kepler
Kepler-1184,b,Kepler-1184 b,Transit,,,,,,,,,0,Kepler
Kepler-1185,b,Kepler-1185 b,Transit,,,,,,,,,0,Kepler
Kepler-1186,b,Kepler-1186 b,Transit,,,,,,,,,0,Kepler
Kepler-1187,b,Kepler-1187 b,Transit,,,,,,,,,0,Kepler
Kepler-1188,b,Kepler-1188 b,Transit,,,,,,,,,0,Kepler
Kepler-1189,b,Kepler-1189 b,Transit,,,,,,,,,0,Kepler
Kepler-119,b,Kepler-119 b,Transit,0.035000,,,0,,,,,0,Kepler
Kepler-119,c,Kepler-119 c,Transit,0.049000,,,0,,,,,0,Kepler
Kepler-1190,b,Kepler-1190 b,Transit,,,,,,,,,0,Kepler
Kepler-1191,b,Kepler-1191 b,Transit,,,,,,,,,0,Kepler
Kepler-1192,b,Kepler-1192 b,Transit,,,,,,,,,0,Kepler
Kepler-1193,b,Kepler-1193 b,Transit,,,,,,,,,0,Kepler
Kepler-1194,b,Kepler-1194 b,Transit,,,,,,,,,0,Kepler
Kepler-1195,b,Kepler-1195 b,Transit,,,,,,,,,0,Kepler
Kepler-1196,b,Kepler-1196 b,Transit,,,,,,,,,0,Kepler
Kepler-1197,b,Kepler-1197 b,Transit,,,,,,,,,0,Kepler
Kepler-1198,b,Kepler-1198 b,Transit,,,,,,,,,0,Kepler
Kepler-1199,b,Kepler-1199 b,Transit,,,,,,,,,0,Kepler
Kepler-12,b,Kepler-12 b,Transit,0.055300,0.001000,-0.001200,0,,,,,0,Kepler
Kepler-120,b,Kepler-120 b,Transit,0.055000,,,0,,,,,0,Kepler
Kepler-120,c,Kepler-120 c,Transit,0.088000,,,0,,,,,0,Kepler
Kepler-1200,b,Kepler-1200 b,Transit,,,,,,,,,0,Kepler
Kepler-1201,b,Kepler-1201 b,Transit,,,,,,,,,0,Kepler
Kepler-1202,b,Kepler-1202 b,Transit,,,,,,,,,0,Kepler
Kepler-1203,b,Kepler-1203 b,Transit,,,,,,,,,0,Kepler
Kepler-1204,b,Kepler-1204 b,Transit,,,,,,,,,0,Kepler
Kepler-1205,b,Kepler-1205 b,Transit,,,,,,,,,0,Kepler
Kepler-1206,b,Kepler-1206 b,Transit,,,,,,,,,0,Kepler
Kepler-1207,b,Kepler-1207 b,Transit,,,,,,,,,0,Kepler
Kepler-1208,b,Kepler-1208 b,Transit,,,,,,,,,0,Kepler
Kepler-1209,b,Kepler-1209 b,Transit,,,,,,,,,0,Kepler
Kepler-121,b,Kepler-121 b,Transit,0.039000,,,0,,,,,0,Kepler
Kepler-121,c,Kepler-121 c,Transit,0.216000,,,0,,,,,0,Kepler
Kepler-1210,b,Kepler-1210 b,Transit,,,,,,,,,0,Kepler
Kepler-1211,b,Kepler-1211 b,Transit,,,,,,,,,0,Kepler
Kepler-1212,b,Kepler-1212 b,Transit,,,,,,,,,0,Kepler
Kepler-1213,b,Kepler-1213 b,Transit,,,,,,,,,0,Kepler
Kepler-1214,b,Kepler-1214 b,Transit,,,,,,,,,0,Kepler
Kepler-1215,b,Kepler-1215 b,Transit,,,,,,,,,0,Kepler
Kepler-1216,b,Kepler-1216 b,Transit,,,,,,,,,0,Kepler
Kepler-1217,b,Kepler-1217 b,Transit,,,,,,,,,0,Kepler
Kepler-1218,b,Kepler-1218 b,Transit,,,,,,,,,0,Kepler
Kepler-1219,b,Kepler-1219 b,Transit,,,,,,,,,0,Kepler
Kepler-122,b,Kepler-122 b,Transit,0.064000,,,0,,,,,0,Kepler
Kepler-122,c,Kepler-122 c,Transit,0.108000,,,0,,,,,0,Kepler
Kepler-122,d,Kepler-122 d,Transit,0.155000,,,0,,,,,0,Kepler
Kepler-122,e,Kepler-122 e,Transit,0.227000,,,0,,,,,0,Kepler
Kepler-122,f,Kepler-122 f,Transit Timing Variations,,,,,,,,,0,Kepler
Kepler-1220,b,Kepler-1220 b,Transit,,,,,,,,,0,Kepler
Kepler-1221,b,Kepler-1221 b,Transit,,,,,,,,,0,Kepler
Kepler-1222,b,Kepler-1222 b,Transit,,,,,,,,,0,Kepler
Kepler-1223,b,Kepler-1223 b,Transit,,,,,,,,,0,Kepler
Kepler-1224,b,Kepler-1224 b,Transit,,,,,,,,,0,Kepler
Kepler-1225,b,Kepler-1225 b,Transit,,,,,,,,,0,Kepler
Kepler-1226,b,Kepler-1226 b,Transit,,,,,,,,,0,Kepler
Kepler-1227,b,Kepler-1227 b,Transit,,,,,,,,,0,Kepler
Kepler-1228,b,Kepler-1228 b,Transit,,,,,,,,,0,Kepler
Kepler-1229,b,Kepler-1229 b,Transit,,,,,,,,,0,Kepler
Kepler-123,b,Kepler-123 b,Transit,0.135000,,,0,,,,,0,Kepler
Kepler-123,c,Kepler-123 c,Transit,0.181000,,,0,,,,,0,Kepler
Kepler-1230,b,Kepler-1230 b,Transit,,,,,,,,,0,Kepler
Kepler-1231,b,Kepler-1231 b,Transit,,,,,,,,,0,Kepler
Kepler-1232,b,Kepler-1232 b,Transit,,,,,,,,,0,Kepler
Kepler-1233,b,Kepler-1233 b,Transit,,,,,,,,,0,Kepler
Kepler-1234,b,Kepler-1234 b,Transit,,,,,,,,,0,Kepler
Kepler-1235,b,Kepler-1235 b,Transit,,,,,,,,,0,Kepler
Kepler-1236,b,Kepler-1236 b,Transit,,,,,,,,,0,Kepler
Kepler-1237,b,Kepler-1237 b,Transit,,,,,,,,,0,Kepler
Kepler-1238,b,Kepler-1238 b,Transit,,,,,,,,,0,Kepler
Kepler-1239,b,Kepler-1239 b,Transit,,,,,,,,,0,Kepler
Kepler-124,b,Kepler-124 b,Transit,0.039000,,,0,,,,,0,Kepler
Kepler-124,c,Kepler-124 c,Transit,0.100000,,,0,,,,,0,Kepler
Kepler-124,d,Kepler-124 d,Transit,0.170000,,,0,,,,,0,Kepler
Kepler-1240,b,Kepler-1240 b,Transit,,,,,,,,,0,Kepler
Kepler-1241,b,Kepler-1241 b,Transit,,,,,,,,,0,Kepler
Kepler-1242,b,Kepler-1242 b,Transit,,,,,,,,,0,Kepler
Kepler-1243,b,Kepler-1243 b,Transit,,,,,,,,,0,Kepler
Kepler-1244,b,Kepler-1244 b,Transit,,,,,,,,,0,Kepler
Kepler-1245,b,Kepler-1245 b,Transit,,,,,,,,,0,Kepler
Kepler-1245,c,Kepler-1245 c,Transit,,,,,,,,,0,Kepler
Kepler-1246,b,Kepler-1246 b,Transit,,,,,,,,,0,Kepler
Kepler-1247,b,Kepler-1247 b,Transit,,,,,,,,,0,Kepler
Kepler-1248,b,Kepler-1248 b,Transit,,,,,,,,,0,Kepler
Kepler-1249,b,Kepler-1249 b,Transit,,,,,,,,,0,Kepler
Kepler-125,b,Kepler-125 b,Transit,0.041000,,,0,,,,,0,Kepler
Kepler-125,c,Kepler-125 c,Transit,0.051000,,,0,,,,,0,Kepler
Kepler-1250,b,Kepler-1250 b,Transit,,,,,,,,,0,Kepler
Kepler-1251,b,Kepler-1251 b,Transit,,,,,,,,,0,Kepler
Kepler-1252,b,Kepler-1252 b,Transit,,,,,,,,,0,Kepler
Kepler-1253,b,Kepler-1253 b,Transit,,,,,,,,,0,Kepler
Kepler-1254,b,Kepler-1254 b,Transit,,,,,,,,,0,Kepler
Kepler-1254,c,Kepler-1254 c,Transit,,,,,,,,,0,Kepler
Kepler-1254,d,Kepler-1254 d,Transit,,,,,,,,,0,Kepler
Kepler-1255,b,Kepler-1255 b,Transit,,,,,,,,,0,Kepler
Kepler-1256,b,Kepler-1256 b,Transit,,,,,,,,,0,Kepler
Kepler-1257,b,Kepler-1257 b,Transit,,,,,,,,,0,Kepler
Kepler-1258,b,Kepler-1258 b,Transit,,,,,,,,,0,Kepler
Kepler-1259,b,Kepler-1259 b,Transit,,,,,,,,,0,Kepler
Kepler-126,b,Kepler-126 b,Transit,0.099000,,,0,,,,,0,Kepler
Kepler-126,c,Kepler-126 c,Transit,0.162000,,,0,,,,,0,Kepler
Kepler-126,d,Kepler-126 d,Transit,0.448000,,,0,,,,,0,Kepler
Kepler-1260,b,Kepler-1260 b,Transit,,,,,,,,,0,Kepler
Kepler-1261,b,Kepler-1261 b,Transit,,,,,,,,,0,Kepler
Kepler-1262,b,Kepler-1262 b,Transit,,,,,,,,,0,Kepler
Kepler-1263,b,Kepler-1263 b,Transit,,,,,,,,,0,Kepler
Kepler-1264,b,Kepler-1264 b,Transit,,,,,,,,,0,Kepler
Kepler-1265,b,Kepler-1265 b,Transit,,,,,,,,,0,Kepler
Kepler-1266,b,Kepler-1266 b,Transit,,,,,,,,,0,Kepler
Kepler-1267,b,Kepler-1267 b,Transit,,,,,,,,,0,Kepler
Kepler-1268,b,Kepler-1268 b,Transit,,,,,,,,,0,Kepler
Kepler-1269,b,Kepler-1269 b,Transit,,,,,,,,,0,Kepler
Kepler-127,b,Kepler-127 b,Transit,0.125000,,,0,,,,,0,Kepler
Kepler-127,c,Kepler-127 c,Transit,0.200000,,,0,,,,,0,Kepler
Kepler-127,d,Kepler-127 d,Transit,0.280000,,,0,,,,,0,Kepler
Kepler-1270,b,Kepler-1270 b,Transit,,,,,,,,,0,Kepler
Kepler-1271,b,Kepler-1271 b,Transit,,,,,,,,,0,Kepler
Kepler-1272,b,Kepler-1272 b,Transit,,,,,,,,,0,Kepler
Kepler-1273,b,Kepler-1273 b,Transit,,,,,,,,,0,Kepler
Kepler-1274,b,Kepler-1274 b,Transit,,,,,,,,,0,Kepler
Kepler-1275,b,Kepler-1275 b,Transit,,,,,,,,,0,Kepler
Kepler-1276,b,Kepler-1276 b,Transit,,,,,,,,,0,Kepler
Kepler-1277,b,Kepler-1277 b,Transit,,,,,,,,,0,Kepler
Kepler-1278,b,Kepler-1278 b,Transit,,,,,,,,,0,Kepler
Kepler-1279,b,Kepler-1279 b,Transit,,,,,,,,,0,Kepler
Kepler-128,b,Kepler-128 b,Transit,,,,,,,,,0,Kepler
Kepler-128,c,Kepler-128 c,Transit,,,,,,,,,0,Kepler
Kepler-1280,b,Kepler-1280 b,Transit,,,,,,,,,0,Kepler
Kepler-1281,b,Kepler-1281 b,Transit,,,,,,,,,0,Kepler
Kepler-1282,b,Kepler-1282 b,Transit,,,,,,,,,0,Kepler
Kepler-1283,b,Kepler-1283 b,Transit,,,,,,,,,0,Kepler
Kepler-1284,b,Kepler-1284 b,Transit,,,,,,,,,0,Kepler
Kepler-1285,b,Kepler-1285 b,Transit,,,,,,,,,0,Kepler
Kepler-1286,b,Kepler-1286 b,Transit,,,,,,,,,0,Kepler
Kepler-1287,b,Kepler-1287 b,Transit,,,,,,,,,0,Kepler
Kepler-1288,b,Kepler-1288 b,Transit,,,,,,,,,0,Kepler
Kepler-1289,b,Kepler-1289 b,Transit,,,,,,,,,0,Kepler
Kepler-129,b,Kepler-129 b,Transit,0.131000,,,0,,,,,0,Kepler
Kepler-129,c,Kepler-129 c,Transit,0.393000,,,0,,,,,0,Kepler
Kepler-1290,b,Kepler-1290 b,Transit,,,,,,,,,0,Kepler
Kepler-1291,b,Kepler-1291 b,Transit,,,,,,,,,0,Kepler
Kepler-1292,b,Kepler-1292 b,Transit,,,,,,,,,0,Kepler
Kepler-1293,b,Kepler-1293 b,Transit,,,,,,,,,0,Kepler
Kepler-1294,b,Kepler-1294 b,Transit,,,,,,,,,0,Kepler
Kepler-1295,b,Kepler-1295 b,Transit,,,,,,,,,0,Kepler
Kepler-1296,b,Kepler-1296 b,Transit,,,,,,,,,0,Kepler
Kepler-1297,b,Kepler-1297 b,Transit,,,,,,,,,0,Kepler
Kepler-1298,b,Kepler-1298 b,Transit,,,,,,,,,0,Kepler
Kepler-1299,b,Kepler-1299 b,Transit,,,,,,,,,0,Kepler
Kepler-130,b,Kepler-130 b,Transit,0.079000,,,0,,,,,0,Kepler
Kepler-130,c,Kepler-130 c,Transit,0.178000,0.005000,-0.005000,0,0.000000,0.070000,0.000000,0,0,Kepler
Kepler-130,d,Kepler-130 d,Transit,0.377000,,,0,,,,,0,Kepler
Kepler-1300,b,Kepler-1300 b,Transit,,,,,,,,,0,Kepler
Kepler-1301,b,Kepler-1301 b,Transit,,,,,,,,,0,Kepler
Kepler-1302,b,Kepler-1302 b,Transit,,,,,,,,,0,Kepler
Kepler-1303,b,Kepler-1303 b,Transit,,,,,,,,,0,Kepler
Kepler-1304,b,Kepler-1304 b,Transit,,,,,,,,,0,Kepler
Kepler-1305,b,Kepler-1305 b,Transit,,,,,,,,,0,Kepler
Kepler-1306,b,Kepler-1306 b,Transit,,,,,,,,,0,Kepler
Kepler-1307,b,Kepler-1307 b,Transit,,,,,,,,,0,Kepler
Kepler-1308,b,Kepler-1308 b,Transit,,,,,,,,,0,Kepler
Kepler-1309,b,Kepler-1309 b,Transit,,,,,,,,,0,Kepler
Kepler-131,b,Kepler-131 b,Transit,,,,,,,,,0,Kepler
Kepler-131,c,Kepler-131 c,Transit,,,,,,,,,0,Kepler
Kepler-1310,b,Kepler-1310 b,Transit,,,,,,,,,0,Kepler
Kepler-1311,b,Kepler-1311 b,Transit,,,,,,,,,0,Kepler
Kepler-1311,c,Kepler-1311 c,Transit,,,,,,,,,0,Kepler
Kepler-1312,b,Kepler-1312 b,Transit,,,,,,,,,0,Kepler
Kepler-1313,b,Kepler-1313 b,Transit,,,,,,,,,0,Kepler
Kepler-1314,b,Kepler-1314 b,Transit,,,,,,,,,0,Kepler
Kepler-1315,b,Kepler-1315 b,Transit,,,,,,,,,0,Kepler
Kepler-1316,b,Kepler-1316 b,Transit,,,,,,,,,0,Kepler
Kepler-1317,b,Kepler-1317 b,Transit,,,,,,,,,0,Kepler
Kepler-1318,b,Kepler-1318 b,Transit,,,,,,,,,0,Kepler
Kepler-1319,b,Kepler-1319 b,Transit,,,,,,,,,0,Kepler
Kepler-132,b,Kepler-132 b,Transit,0.067000,,,0,,,,,0,Kepler
Kepler-132,c,Kepler-132 c,Transit,0.068000,,,0,,,,,0,Kepler
Kepler-132,d,Kepler-132 d,Transit,0.136000,,,0,,,,,0,Kepler
Kepler-132,e,Kepler-132 e,Transit,,,,,,,,,0,Kepler
Kepler-1320,b,Kepler-1320 b,Transit,,,,,,,,,0,Kepler
Kepler-1321,b,Kepler-1321 b,Transit,,,,,,,,,0,Kepler
Kepler-1321,c,Kepler-1321 c,Transit,,,,,,,,,0,Kepler
Kepler-1322,b,Kepler-1322 b,Transit,,,,,,,,,0,Kepler
Kepler-1323,b,Kepler-1323 b,Transit,,,,,,,,,0,Kepler
Kepler-1324,b,Kepler-1324 b,Transit,,,,,,,,,0,Kepler
Kepler-1325,b,Kepler-1325 b,Transit,,,,,,,,,0,Kepler
Kepler-1326,b,Kepler-1326 b,Transit,,,,,,,,,0,Kepler
Kepler-1327,b,Kepler-1327 b,Transit,,,,,,,,,0,Kepler
Kepler-1328,b,Kepler-1328 b,Transit,,,,,,,,,0,Kepler
Kepler-1329,b,Kepler-1329 b,Transit,,,,,,,,,0,Kepler
Kepler-133,b,Kepler-133 b,Transit,0.083000,,,0,,,,,0,Kepler
Kepler-133,c,Kepler-133 c,Transit,0.204000,,,0,,,,,0,Kepler
Kepler-1330,b,Kepler-1330 b,Transit,,,,,,,,,0,Kepler
Kepler-1331,b,Kepler-1331 b,Transit,,,,,,,,,0,Kepler
Kepler-1332,b,Kepler-1332 b,Transit,,,,,,,,,0,Kepler
Kepler-1333,b,Kepler-1333 b,Transit,,,,,,,,,0,Kepler
Kepler-1334,b,Kepler-1334 b,Transit,,,,,,,,,0,Kepler
Kepler-1335,b,Kepler-1335 b,Transit,,,,,,,,,0,Kepler
Kepler-1336,b,Kepler-1336 b,Transit,,,,,,,,,0,Kepler
Kepler-1336,c,Kepler-1336 c,Transit,,,,,,,,,0,Kepler
Kepler-1337,b,Kepler-1337 b,Transit,,,,,,,,,0,Kepler
Kepler-1338,b,Kepler-1338 b,Transit,,,,,,,,,0,Kepler
Kepler-1339,b,Kepler-1339 b,Transit,,,,,,,,,0,Kepler
Kepler-134,b,Kepler-134 b,Transit,0.060000,,,0,,,,,0,Kepler
Kepler-134,c,Kepler-134 c,Transit,0.092000,,,0,,,,,0,Kepler
Kepler-1340,b,Kepler-1340 b,Transit,,,,,,,,,0,Kepler
Kepler-1341,b,Kepler-1341 b,Transit,,,,,,,,,0,Kepler
Kepler-1342,b,Kepler-1342 b,Transit,,,,,,,,,0,Kepler
Kepler-1343,b,Kepler-1343 b,Transit,,,,,,,,,0,Kepler
Kepler-1344,b,Kepler-1344 b,Transit,,,,,,,,,0,Kepler
Kepler-1345,b,Kepler-1345 b,Transit,,,,,,,,,0,Kepler
Kepler-1346,b,Kepler-1346 b,Transit,,,,,,,,,0,Kepler
Kepler-1347,b,Kepler-1347 b,Transit,,,,,,,,,0,Kepler
Kepler-1348,b,Kepler-1348 b,Transit,,,,,,,,,0,Kepler
Kepler-1349,b,Kepler-1349 b,Transit,,,,,,,,,0,Kepler
Kepler-135,b,Kepler-135 b,Transit,0.067000,,,0,,,,,0,Kepler
Kepler-135,c,Kepler-135 c,Transit,0.103000,,,0,,,,,0,Kepler
Kepler-1350,b,Kepler-1350 b,Transit,,,,,,,,,0,Kepler
Kepler-1350,c,Kepler-1350 c,Transit,,,,,,,,,0,Kepler
Kepler-1351,b,Kepler-1351 b,Transit,,,,,,,,,0,Kepler
Kepler-1352,b,Kepler-1352 b,Transit,,,,,,,,,0,Kepler
Kepler-1353,b,Kepler-1353 b,Transit,,,,,,,,,0,Kepler
Kepler-1354,b,Kepler-1354 b,Transit,,,,,,,,,0,Kepler
Kepler-1355,b,Kepler-1355 b,Transit,,,,,,,,,0,Kepler
Kepler-1356,b,Kepler-1356 b,Transit,,,,,,,,,0,Kepler
Kepler-1357,b,Kepler-1357 b,Transit,,,,,,,,,0,Kepler
Kepler-1358,b,Kepler-1358 b,Transit,,,,,,,,,0,Kepler
Kepler-1359,b,Kepler-1359 b,Transit,,,,,,,,,0,Kepler
Kepler-136,b,Kepler-136 b,Transit,0.106000,,,0,,,,,0,Kepler
Kepler-136,c,Kepler-136 c,Transit,0.133000,,,0,,,,,0,Kepler
Kepler-1360,b,Kepler-1360 b,Transit,,,,,,,,,0,Kepler
Kepler-1361,b,Kepler-1361 b,Transit,,,,,,,,,0,Kepler
Kepler-1362,b,Kepler-1362 b,Transit,,,,,,,,,0,Kepler
Kepler-1363,b,Kepler-1363 b,Transit,,,,,,,,,0,Kepler
Kepler-1364,b,Kepler-1364 b,Transit,,,,,,,,,0,Kepler
Kepler-1365,b,Kepler-1365 b,Transit,,,,,,,,,0,Kepler
Kepler-1365,c,Kepler-1365 c,Transit,,,,,,,,,0,Kepler
Kepler-1366,b,Kepler-1366 b,Transit,,,,,,,,,0,Kepler
Kepler-1367,b,Kepler-1367 b,Transit,,,,,,,,,0,Kepler
Kepler-1368,b,Kepler-1368 b,Transit,,,,,,,,,0,Kepler
Kepler-1369,b,Kepler-1369 b,Transit,,,,,,,,,0,Kepler
Kepler-137,b,Kepler-137 b,Transit,0.077000,,,0,,,,,0,Kepler
Kepler-137,c,Kepler-137 c,Transit,0.130000,,,0,,,,,0,Kepler
Kepler-1370,b,Kepler-1370 b,Transit,,,,,,,,,0,Kepler
Kepler-1370,c,Kepler-1370 c,Transit,,,,,,,,,0,Kepler
Kepler-1371,b,Kepler-1371 b,Transit,,,,,,,,,0,Kepler
Kepler-1371,c,Kepler-1371 c,Transit,,,,,,,,,0,Kepler
Kepler-1372,b,Kepler-1372 b,Transit,,,,,,,,,0,Kepler
Kepler-1373,b,Kepler-1373 b,Transit,,,,,,,,,0,Kepler
Kepler-1374,b,Kepler-1374 b,Transit,,,,,,,,,0,Kepler
Kepler-1375,b,Kepler-1375 b,Transit,,,,,,,,,0,Kepler
Kepler-1376,b,Kepler-1376 b,Transit,,,,,,,,,0,Kepler
Kepler-1377,b,Kepler-1377 b,Transit,,,,,,,,,0,Kepler
Kepler-1378,b,Kepler-1378 b,Transit,,,,,,,,,0,Kepler
Kepler-1379,b,Kepler-1379 b,Transit,,,,,,,,,0,Kepler
Kepler-138,b,Kepler-138 b,Transit,,,,,,,,,0,Kepler
Kepler-138,c,Kepler-138 c,Transit,,,,,,,,,0,Kepler
Kepler-138,d,Kepler-138 d,Transit,,,,,,,,,0,Kepler
Kepler-1380,b,Kepler-1380 b,Transit,,,,,,,,,0,Kepler
Kepler-1381,b,Kepler-1381 b,Transit,,,,,,,,,0,Kepler
Kepler-1382,b,Kepler-1382 b,Transit,,,,,,,,,0,Kepler
Kepler-1383,b,Kepler-1383 b,Transit,,,,,,,,,0,Kepler
Kepler-1384,b,Kepler-1384 b,Transit,,,,,,,,,0,Kepler
Kepler-1385,b,Kepler-1385 b,Transit,,,,,,,,,0,Kepler
Kepler-1386,b,Kepler-1386 b,Transit,,,,,,,,,0,Kepler
Kepler-1387,b,Kepler-1387 b,Transit,,,,,,,,,0,Kepler
Kepler-1388,b,Kepler-1388 b,Transit,,,,,,,,,0,Kepler
Kepler-1388,c,Kepler-1388 c,Transit,,,,,,,,,0,Kepler
Kepler-1388,d,Kepler-1388 d,Transit,,,,,,,,,0,Kepler
Kepler-1388,e,Kepler-1388 e,Transit,,,,,,,,,0,Kepler
Kepler-1389,b,Kepler-1389 b,Transit,,,,,,,,,0,Kepler
Kepler-139,b,Kepler-139 b,Transit,0.127000,,,0,,,,,0,Kepler
Kepler-139,c,Kepler-139 c,Transit,0.586000,,,0,,,,,0,Kepler
Kepler-1390,b,Kepler-1390 b,Transit,,,,,,,,,0,Kepler
Kepler-1391,b,Kepler-1391 b,Transit,,,,,,,,,0,Kepler
Kepler-1392,b,Kepler-1392 b,Transit,,,,,,,,,0,Kepler
Kepler-1393,b,Kepler-1393 b,Transit,,,,,,,,,0,Kepler
Kepler-1394,b,Kepler-1394 b,Transit,,,,,,,,,0,Kepler
Kepler-1395,b,Kepler-1395 b,Transit,,,,,,,,,0,Kepler
Kepler-1396,b,Kepler-1396 b,Transit,,,,,,,,,0,Kepler
Kepler-1397,b,Kepler-1397 b,Transit,,,,,,,,,0,Kepler
Kepler-1398,b,Kepler-1398 b,Transit,,,,,,,,,0,Kepler
Kepler-1398,c,Kepler-1398 c,Transit,,,,,,,,,0,Kepler
Kepler-1399,b,Kepler-1399 b,Transit,,,,,,,,,0,Kepler
Kepler-14,b,Kepler-14 b,Transit,,,,,0.035000,0.020000,-0.020000,0,0,Kepler
Kepler-140,b,Kepler-140 b,Transit,0.045000,,,0,,,,,0,Kepler
Kepler-140,c,Kepler-140 c,Transit,0.414000,,,0,,,,,0,Kepler
Kepler-1400,b,Kepler-1400 b,Transit,,,,,,,,,0,Kepler
Kepler-1401,b,Kepler-1401 b,Transit,,,,,,,,,0,Kepler
Kepler-1402,b,Kepler-1402 b,Transit,,,,,,,,,0,Kepler
Kepler-1403,b,Kepler-1403 b,Transit,,,,,,,,,0,Kepler
Kepler-1404,b,Kepler-1404 b,Transit,,,,,,,,,0,Kepler
Kepler-1405,b,Kepler-1405 b,Transit,,,,,,,,,0,Kepler
Kepler-1406,b,Kepler-1406 b,Transit,,,,,,,,,0,Kepler
Kepler-1407,b,Kepler-1407 b,Transit,,,,,,,,,0,Kepler
Kepler-1408,b,Kepler-1408 b,Transit,,,,,,,,,0,Kepler
Kepler-1409,b,Kepler-1409 b,Transit,,,,,,,,,0,Kepler
Kepler-141,b,Kepler-141 b,Transit,0.039000,,,0,,,,,0,Kepler
Kepler-141,c,Kepler-141 c,Transit,0.067000,,,0,,,,,0,Kepler
Kepler-1410,b,Kepler-1410 b,Transit,,,,,,,,,0,Kepler
Kepler-1411,b,Kepler-1411 b,Transit,,,,,,,,,0,Kepler
Kepler-1412,b,Kepler-1412 b,Transit,,,,,,,,,0,Kepler
Kepler-1413,b,Kepler-1413 b,Transit,,,,,,,,,0,Kepler
Kepler-1414,b,Kepler-1414 b,Transit,,,,,,,,,0,Kepler
Kepler-1415,b,Kepler-1415 b,Transit,,,,,,,,,0,Kepler
Kepler-1416,b,Kepler-1416 b,Transit,,,,,,,,,0,Kepler
Kepler-1417,b,Kepler-1417 b,Transit,,,,,,,,,0,Kepler
Kepler-1418,b,Kepler-1418 b,Transit,,,,,,,,,0,Kepler
Kepler-1419,b,Kepler-1419 b,Transit,,,,,,,,,0,Kepler
Kepler-142,b,Kepler-142 b,Transit,0.032000,,,0,,,,,0,Kepler
Kepler-142,c,Kepler-142 c,Transit,0.057000,,,0,,,,,0,Kepler
Kepler-142,d,Kepler-142 d,Transit,0.242000,,,0,,,,,0,Kepler
Kepler-1420,b,Kepler-1420 b,Transit,,,,,,,,,0,Kepler
Kepler-1421,b,Kepler-1421 b,Transit,,,,,,,,,0,Kepler
Kepler-1422,b,Kepler-1422 b,Transit,,,,,,,,,0,Kepler
Kepler-1423,b,Kepler-1423 b,Transit,,,,,,,,,0,Kepler
Kepler-1424,b,Kepler-1424 b,Transit,,,,,,,,,0,Kepler
Kepler-1425,b,Kepler-1425 b,Transit,,,,,,,,,0,Kepler
Kepler-1426,b,Kepler-1426 b,Transit,,,,,,,,,0,Kepler
Kepler-1427,b,Kepler-1427 b,Transit,,,,,,,,,0,Kepler
Kepler-1428,b,Kepler-1428 b,Transit,,,,,,,,,0,Kepler
Kepler-1429,b,Kepler-1429 b,Transit,,,,,,,,,0,Kepler
Kepler-143,b,Kepler-143 b,Transit,0.127000,,,0,,,,,0,Kepler
Kepler-143,c,Kepler-143 c,Transit,0.181000,,,0,,,,,0,Kepler
Kepler-1430,b,Kepler-1430 b,Transit,,,,,,,,,0,Kepler
Kepler-1431,b,Kepler-1431 b,Transit,,,,,,,,,0,Kepler
Kepler-1432,b,Kepler-1432 b,Transit,,,,,,,,,0,Kepler
Kepler-1433,b,Kepler-1433 b,Transit,,,,,,,,,0,Kepler
Kepler-1434,b,Kepler-1434 b,Transit,,,,,,,,,0,Kepler
Kepler-1435,b,Kepler-1435 b,Transit,,,,,,,,,0,Kepler
Kepler-1436,b,Kepler-1436 b,Transit,,,,,,,,,0,Kepler
Kepler-1437,b,Kepler-1437 b,Transit,,,,,,,,,0,Kepler
